City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,dhidhdhoo,6.8833,73.1,84.67,79,100,17.74,MV,2023-06-07 12:45:50
285,atar,20.5169,-13.0499,101.57,14,100,12.39,MR,2023-06-07 12:45:51
286,karukh,34.4811,62.5863,79.34,11,0,20.29,AF,2023-06-07 12:45:51
287,beira,-19.8436,34.8389,75.29,94,0,5.75,MZ,2023-06-07 12:45:51
288,walvis bay,-22.9575,14.5053,59.95,72,0,9.22,NA,2023-06-07 12:45:51
289,along,28.1667,94.7667,76.17,73,37,1.86,IN,2023-06-07 12:45:52
290,susuman,62.7833,148.1667,49.96,82,99,0.25,RU,2023-06-07 12:45:52
291,nagamangala,12.8156,76.7575,75.16,76,100,10.16,IN,2023-06-07 12:43:12
292,namibe,-15.1961,12.1522,65.46,78,6,8.72,AO,2023-06-07 12:45:52
293,tejen,37.3834,60.5054,90.54,19,72,14.27,TM,2023-06-07 12:45:53
294,el quebrachal,-25.2833,-64.0667,78.94,53,84,4.97,AR,2023-06-07 12:45:53
295,horta,38.5333,-28.6333,69.44,72,40,10.0,PT,2023-06-07 12:45:53
296,arno,60.1167,18.6333,52.92,59,14,10.98,SE,2023-06-07 12:45:54
297,fraga,41.5229,0.3489,76.91,55,100,12.86,ES,2023-06-07 12:45:54
298,labrador city,52.9463,-66.9114,39.11,93,100,16.11,CA,2023-06-07 12:45:13
299,abashiri,44.0213,144.2697,52.25,98,78,0.98,JP,2023-06-07 12:45:54
300,barberton,-25.7884,31.0532,68.09,55,0,2.86,ZA,2023-06-07 12:45:55
301,kiunga,-6.1219,141.2906,73.69,100,62,2.35,PG,2023-06-07 12:45:55
302,alaghsas,17.0187,8.0168,107.49,19,0,6.91,NE,2023-06-07 12:45:55
303,cole harbour,44.6724,-63.4751,56.17,92,100,13.8,CA,2023-06-07 12:45:55
304,yuzhno-kurilsk,44.0306,145.8556,51.4,100,100,6.42,RU,2023-06-07 12:45:56
305,araripe,-7.2125,-40.0461,82.0,52,71,10.33,BR,2023-06-07 12:45:56
306,ola,59.5833,151.2833,41.86,76,31,1.9,RU,2023-06-07 12:45:56
307,hengyang,26.8881,112.615,77.76,89,44,2.84,CN,2023-06-07 12:45:56
308,novokayakent,42.3937,47.9861,62.94,75,91,4.97,RU,2023-06-07 12:45:57
309,tobelo,1.7284,128.0095,80.56,78,98,3.89,ID,2023-06-07 12:45:57
310,port-vila,-17.7338,168.3219,64.0,100,20,3.44,VU,2023-06-07 12:45:57
311,kapuskasing,49.4169,-82.4331,66.29,32,40,14.97,CA,2023-06-07 12:45:57
312,ad dilam,23.9915,47.1627,100.81,16,17,7.34,SA,2023-06-07 12:45:58
313,namdrik,5.5994,168.1028,82.54,79,100,15.03,MH,2023-06-07 12:45:58
314,general villegas,-35.0328,-63.0125,70.52,38,67,9.19,AR,2023-06-07 12:45:58
315,palora,-1.7,-77.9333,69.91,87,100,0.87,EC,2023-06-07 12:45:59
316,san jose,37.3394,-121.895,68.99,64,75,8.05,US,2023-06-07 12:37:11
317,kingston,17.997,-76.7936,88.75,78,40,21.85,JM,2023-06-07 12:45:59
318,zaozersk,69.4005,32.4476,43.07,62,99,0.89,RU,2023-06-07 12:46:00
319,ponca city,36.707,-97.0856,86.95,52,0,0.0,US,2023-06-07 12:46:00
320,ballycastle,55.2044,-6.243,57.72,75,16,4.63,GB,2023-06-07 12:46:00
321,lichuan,30.3,108.85,57.16,97,32,2.93,CN,2023-06-07 12:46:00
322,kavaratti,10.5669,72.642,86.16,74,92,14.81,IN,2023-06-07 12:46:01
323,quellon,-43.1167,-73.6167,48.45,93,100,16.11,CL,2023-06-07 12:46:01
324,konstantinovka,49.6167,127.9833,55.0,97,76,6.96,RU,2023-06-07 12:46:01
325,remire-montjoly,4.9167,-52.2667,80.64,78,75,6.91,GF,2023-06-07 12:46:01
326,uirauna,-6.5183,-38.4122,86.11,47,75,5.37,BR,2023-06-07 12:46:02
327,mar del plata,-38.0023,-57.5575,63.95,43,0,8.05,AR,2023-06-07 12:45:24
328,labuan bajo,-8.4964,119.8877,73.49,85,13,5.03,ID,2023-06-07 12:46:02
329,thames,-37.1333,175.5333,49.19,87,28,7.61,NZ,2023-06-07 12:46:03
330,tolanaro,-25.0319,46.9987,73.47,88,20,13.8,MG,2023-06-07 12:46:03
331,yorkton,51.2167,-102.4677,80.44,54,0,11.5,CA,2023-06-07 12:46:03
332,otok,45.1467,18.8839,73.33,83,36,2.46,HR,2023-06-07 12:46:04
333,praia da vitoria,38.7333,-27.0667,68.25,77,20,21.97,PT,2023-06-07 12:46:04
334,vilyuysk,63.7553,121.6247,43.56,65,47,4.36,RU,2023-06-07 12:46:04
335,midvagur,62.0511,-7.1939,50.83,76,100,8.05,FO,2023-06-07 12:46:05
336,melfort,52.8667,-104.6177,75.33,41,1,4.61,CA,2023-06-07 12:46:05
337,bel ombre,-4.6167,55.4167,82.24,78,40,14.97,SC,2023-06-07 12:46:05
338,neiafu,-18.65,-173.9833,75.88,88,75,6.91,TO,2023-06-07 12:46:06
339,lata,40.1629,-8.3327,69.08,80,59,3.65,PT,2023-06-07 12:46:06
340,khash,28.2211,61.2158,81.68,26,98,3.56,IR,2023-06-07 12:46:06
341,aoulef,26.9667,1.0833,102.07,12,5,12.91,DZ,2023-06-07 12:46:06
342,happy valley-goose bay,53.3168,-60.3315,43.11,87,100,27.63,CA,2023-06-07 12:46:07
343,punta del este,-34.9667,-54.95,66.31,80,75,6.91,UY,2023-06-07 12:46:07
344,pauini,-7.7136,-66.9764,81.57,87,75,2.71,BR,2023-06-07 12:46:07
345,juneau,58.3019,-134.4197,54.1,89,75,5.75,US,2023-06-07 12:44:26
346,avsyunino,55.5652,39.1232,56.28,90,61,3.8,RU,2023-06-07 12:46:08
347,rongelap,11.1635,166.8941,81.86,82,74,17.34,MH,2023-06-07 12:46:08
348,sucua,-2.4667,-78.1667,74.14,83,100,3.44,EC,2023-06-07 12:46:08
349,lihue,21.9789,-159.3672,77.45,84,40,8.05,US,2023-06-07 12:46:07
350,moose jaw,50.4001,-105.5344,82.65,54,75,10.36,CA,2023-06-07 12:46:09
351,bodaybo,57.8506,114.1933,45.7,79,100,2.01,RU,2023-06-07 12:46:09
352,santa ana de yacuma,-13.75,-65.4333,87.75,62,75,5.75,BO,2023-06-07 12:46:09
353,selfoss,63.9331,-20.9971,52.05,69,64,12.86,IS,2023-06-07 12:46:10
354,huaihua,27.5494,109.9592,74.01,89,8,2.24,CN,2023-06-07 12:46:10
355,l'vovskiy,55.3142,37.5158,64.18,91,69,12.26,RU,2023-06-07 12:46:10
356,kerikeri,-35.2268,173.9474,52.92,84,81,1.01,NZ,2023-06-07 12:46:11
357,taoudenni,22.6783,-3.9836,106.43,8,0,12.66,ML,2023-06-07 12:46:11
358,i-n-salah,27.1935,2.4607,99.86,13,18,15.17,DZ,2023-06-07 12:46:11
359,gadani,25.1185,66.7299,88.02,87,6,9.78,PK,2023-06-07 12:46:11
360,guarapari,-20.6667,-40.4975,75.88,67,0,7.61,BR,2023-06-07 12:46:12
361,imbituba,-28.24,-48.6703,74.86,54,9,4.54,BR,2023-06-07 12:46:12
362,mikun',62.3547,50.0771,41.7,61,88,5.35,RU,2023-06-07 12:46:12
363,samitah,16.596,42.9444,93.58,40,63,2.95,SA,2023-06-07 12:46:12
364,sao joao da barra,-21.6403,-41.0511,82.49,62,0,9.51,BR,2023-06-07 12:43:04
365,callao,-12.0667,-77.15,77.29,65,75,6.91,PE,2023-06-07 12:46:13
366,as sulayyil,20.4607,45.5779,98.85,12,6,8.66,SA,2023-06-07 12:46:13
367,kapa'a,22.0752,-159.319,78.19,87,40,8.05,US,2023-06-07 12:46:13
368,huaicheng,23.9051,112.1931,74.88,98,100,1.92,CN,2023-06-07 12:46:14
369,yung shue wan,22.2333,114.1167,84.67,82,99,1.01,HK,2023-06-07 12:46:14
370,tezu,27.9167,96.1667,83.43,50,12,3.51,IN,2023-06-07 12:46:14
371,higuera de zaragoza,25.95,-109.2833,84.13,45,98,12.8,MX,2023-06-07 12:46:15
372,mao,39.8885,4.2658,72.16,73,20,5.75,ES,2023-06-07 12:45:10
373,lae,-6.7221,146.9847,77.18,82,94,3.71,PG,2023-06-07 12:46:15
374,saudarkrokur,65.7461,-19.6394,55.74,44,97,4.0,IS,2023-06-07 12:46:15
375,duba,27.3513,35.6901,92.75,32,1,5.97,SA,2023-06-07 12:46:16
376,zhangjiakou shi xuanhua qu,40.6103,115.0447,64.67,21,0,4.97,CN,2023-06-07 12:46:16
377,mandan,46.8267,-100.8896,92.37,40,0,4.61,US,2023-06-07 12:46:17
378,lompoc,34.6391,-120.4579,67.69,81,100,8.05,US,2023-06-07 12:46:17
379,ta`u,-14.2336,-169.5144,80.6,79,91,18.52,AS,2023-06-07 12:46:17
380,nadi,-17.8,177.4167,68.0,94,100,5.75,FJ,2023-06-07 12:46:17
381,kataba,13.9833,44.3833,71.8,58,67,1.59,YE,2023-06-07 12:46:18
382,mokrous,51.2333,47.5167,58.05,58,68,6.31,RU,2023-06-07 12:46:18
383,conception bay south,47.4999,-52.9981,55.33,90,100,2.71,CA,2023-06-07 12:45:06
384,sabang,5.8933,95.3214,83.32,77,84,19.53,ID,2023-06-07 12:46:18
385,el calafate,-50.3408,-72.2768,36.03,80,53,4.03,AR,2023-06-07 12:46:19
386,pont rouge,48.8833,-72.0825,55.51,75,100,11.5,CA,2023-06-07 12:46:19
387,cooma,-36.2333,149.1333,53.62,87,100,9.4,AU,2023-06-07 12:46:19
388,port saint john's,-31.6229,29.5448,71.69,43,1,6.58,ZA,2023-06-07 12:46:20
389,villa gesell,-37.2639,-56.973,62.06,56,58,7.2,AR,2023-06-07 12:46:20
390,el granada,37.5027,-122.4694,69.04,73,100,13.8,US,2023-06-07 12:46:20
391,vorgashor,67.5833,63.95,40.14,68,76,8.12,RU,2023-06-07 12:46:20
392,port lincoln,-34.7333,135.8667,57.81,66,83,23.73,AU,2023-06-07 12:46:21
393,scottburgh,-30.2867,30.7532,69.42,43,0,8.52,ZA,2023-06-07 12:46:21
394,kolondieba,11.0882,-6.8926,97.38,27,100,1.88,ML,2023-06-07 12:46:21
395,wuxue,29.8506,115.5525,73.15,85,56,1.48,CN,2023-06-07 12:46:22
396,najaf,31.9985,44.3398,101.16,15,40,4.63,IQ,2023-06-07 12:46:22
397,hanceville,34.0607,-86.7675,86.47,37,22,7.45,US,2023-06-07 12:46:22
398,itoman,26.1247,127.6694,79.18,94,75,11.5,JP,2023-06-07 12:46:23
399,pangkalanbuun,-2.6833,111.6167,74.89,98,100,2.3,ID,2023-06-07 12:46:23
400,djambala,-2.5447,14.7533,75.02,73,92,1.97,CG,2023-06-07 12:46:23
401,bandarban,22.1965,92.2262,83.91,96,100,1.81,BD,2023-06-07 12:46:24
402,yigo village,13.5361,144.8886,79.92,81,40,9.22,GU,2023-06-07 12:46:24
403,changyon,38.2508,125.0961,63.75,95,67,13.69,KP,2023-06-07 12:46:24
404,alesund,62.4723,6.1549,52.72,83,75,4.61,NO,2023-06-07 12:46:24
405,sterling,39.0062,-77.4286,79.11,36,75,10.36,US,2023-06-07 12:42:29
406,west bay,19.3667,-81.4167,87.87,74,20,10.36,KY,2023-06-07 12:46:25
407,akureyri,65.6835,-18.0878,48.13,71,0,12.66,IS,2023-06-07 12:43:47
408,puerto san jose,13.9256,-90.8244,87.04,59,99,5.64,GT,2023-06-07 12:46:25
409,dhuwaran,22.2333,72.8,88.16,65,0,20.62,IN,2023-06-07 12:46:26
410,basoko,1.2391,23.616,76.77,76,44,1.45,CD,2023-06-07 12:46:26
411,kaohsiung,22.6163,120.3133,84.15,78,40,4.61,TW,2023-06-07 12:46:17
412,karystos,38.0133,24.4161,73.0,69,77,8.88,GR,2023-06-07 12:46:27
413,mirpur sakro,24.5474,67.6277,85.1,75,4,15.32,PK,2023-06-07 12:46:27
414,mogok,22.9167,96.5,66.96,95,100,2.68,MM,2023-06-07 12:46:27
415,arraial do cabo,-22.9661,-42.0278,76.96,50,0,12.66,BR,2023-06-07 12:46:28
416,bowie,33.4501,-94.4335,91.47,62,33,4.32,US,2023-06-07 12:40:04
417,vila velha,-20.3297,-40.2925,78.75,79,20,6.91,BR,2023-06-07 12:42:22
418,gijang,35.2442,129.2139,67.73,81,100,8.59,KR,2023-06-07 12:46:29
419,shendi,16.6915,33.4341,96.03,29,27,8.08,SD,2023-06-07 12:46:29
420,flying fish cove,-10.4217,105.6791,76.68,83,100,12.66,CX,2023-06-07 12:46:29
421,dykan'ka,49.825,34.5279,61.92,67,99,2.57,UA,2023-06-07 12:46:29
422,mananjary,-21.2167,48.3333,70.93,90,13,3.11,MG,2023-06-07 12:46:30
423,misratah,32.3754,15.0925,70.63,72,40,12.71,LY,2023-06-07 12:42:51
424,uvira,-3.4067,29.1458,75.09,75,30,0.83,CD,2023-06-07 12:46:31
425,maracas,-13.4411,-40.4308,72.88,58,87,7.87,BR,2023-06-07 12:44:17
426,"laikit, laikit ii (dimembe)",1.4792,124.9735,70.65,100,20,2.3,ID,2023-06-07 12:46:31
427,tamanrasset,22.785,5.5228,96.71,9,40,5.75,DZ,2023-06-07 12:46:06
428,qamdo,31.1667,97.2333,40.82,50,0,1.01,CN,2023-06-07 12:46:32
429,cabedelo,-6.9811,-34.8339,84.87,77,9,12.8,BR,2023-06-07 12:46:32
430,puerto madero,14.7208,-92.4215,88.0,79,75,5.75,MX,2023-06-07 12:46:32
431,hinatuan,8.3722,126.3342,76.44,94,99,6.08,PH,2023-06-07 12:46:33
432,neryungri,56.6709,124.6491,48.16,98,100,2.98,RU,2023-06-07 12:46:33
433,giyani,-23.3025,30.7187,68.54,51,0,5.53,ZA,2023-06-07 12:46:33
434,sault ste. marie,46.5168,-84.3333,66.49,41,0,16.11,CA,2023-06-07 12:46:33
435,cockburn town,21.4612,-71.1419,82.47,85,100,17.54,TC,2023-06-07 12:46:34
436,leskovac,42.9981,21.9461,62.19,96,100,1.41,RS,2023-06-07 12:46:34
437,yanam,16.7333,82.2167,90.05,48,79,2.55,IN,2023-06-07 12:46:34
438,caleta de carquin,-11.0925,-77.6267,75.72,73,53,8.63,PE,2023-06-07 12:46:34
439,bugana,7.9992,7.5836,79.86,79,66,2.84,NG,2023-06-07 12:46:35
440,holualoa,19.6228,-155.9522,75.04,81,20,3.44,US,2023-06-07 12:46:35
441,dickinson,29.4608,-95.0513,90.16,58,20,5.75,US,2023-06-07 12:46:35
442,vadso,70.0744,29.7487,46.56,61,20,9.22,NO,2023-06-07 12:46:36
443,queenstown,-31.8976,26.8753,57.24,22,1,10.33,ZA,2023-06-07 12:46:36
444,hammerfest,70.6634,23.6821,39.65,81,75,3.44,NO,2023-06-07 12:46:36
445,willard,41.0531,-82.7263,72.82,24,18,12.71,US,2023-06-07 12:46:36
446,toliara,-23.35,43.6667,74.26,64,0,6.62,MG,2023-06-07 12:46:37
447,bonthe,7.5264,-12.505,81.23,78,100,8.63,SL,2023-06-07 12:46:37
448,terenos,-20.4422,-54.8603,83.91,32,0,6.91,BR,2023-06-07 12:46:37
449,lincolnton,35.4737,-81.2545,80.19,69,75,7.0,US,2023-06-07 12:46:38
450,mancora,-4.1078,-81.0475,82.71,62,13,8.95,PE,2023-06-07 12:46:38
451,touros,-5.1989,-35.4608,83.71,68,29,14.56,BR,2023-06-07 12:41:45
452,zaraza,9.3503,-65.3245,88.23,60,82,4.72,VE,2023-06-07 12:46:38
453,nizhnesortymskiy,62.4397,71.7603,58.08,71,100,18.75,RU,2023-06-07 12:46:39
454,la ronge,55.1001,-105.2842,71.82,35,0,8.05,CA,2023-06-07 12:46:39
455,mahibadhoo,3.7833,72.9667,83.41,78,84,12.97,MV,2023-06-07 12:46:39
456,revda,56.801,59.9303,47.52,94,23,4.72,RU,2023-06-07 12:46:40
457,mount pearl,47.5166,-52.7813,53.85,96,100,3.44,CA,2023-06-07 12:43:06
458,fisterra,42.9049,-9.2629,68.02,89,100,9.82,ES,2023-06-07 12:46:40
459,faya-largeau,17.9257,19.1043,99.05,24,88,10.45,TD,2023-06-07 12:46:40
460,baker city,44.7749,-117.8344,74.91,53,100,3.44,US,2023-06-07 12:43:45
461,kirakira,-10.4544,161.9205,78.08,86,32,5.99,SB,2023-06-07 12:46:41
462,soe,-9.8607,124.284,63.05,93,86,3.15,ID,2023-06-07 12:46:41
463,porto santo stefano,42.4338,11.1237,73.02,73,1,4.92,IT,2023-06-07 12:46:41
464,kodinsk,58.6881,99.1844,62.74,93,12,2.57,RU,2023-06-07 12:46:42
465,tindouf,27.6711,-8.1474,96.53,24,0,18.79,DZ,2023-06-07 12:46:42
466,mawu,29.5923,107.3139,66.79,95,67,1.01,CN,2023-06-07 12:46:42
467,onguday,50.75,86.15,63.81,51,45,2.86,RU,2023-06-07 12:46:42
468,phalaborwa,-23.943,31.1411,72.68,48,0,5.68,ZA,2023-06-07 12:46:43
469,nacala,-14.5428,40.6728,74.8,74,1,8.01,MZ,2023-06-07 12:46:43
470,tonosho,34.4833,134.1833,67.82,77,100,2.84,JP,2023-06-07 12:46:43
471,hell-ville,-13.4,48.2667,80.82,73,0,4.27,MG,2023-06-07 12:46:43
472,mafinga,-7.25,35.0667,69.35,47,0,6.33,TZ,2023-06-07 12:46:44
473,palmer,42.1584,-72.3287,67.33,52,75,11.5,US,2023-06-07 12:46:44
474,ust'-ilimsk,58.0006,102.6619,56.77,93,70,3.58,RU,2023-06-07 12:46:44
475,kavieng,-2.5744,150.7967,80.38,82,88,3.87,PG,2023-06-07 12:46:45
476,loanda,-8.8368,13.2343,77.0,91,75,8.05,AO,2023-06-07 12:46:04
477,darwin,-12.4611,130.8418,78.78,89,100,4.61,AU,2023-06-07 12:44:03
478,mont-dore,-22.2833,166.5833,69.01,99,53,5.95,NC,2023-06-07 12:46:45
479,macka,40.8186,39.6136,61.95,92,69,3.53,TR,2023-06-07 12:46:45
480,macclenny,30.2822,-82.1221,88.84,60,87,8.08,US,2023-06-07 12:46:46
481,ulsteinvik,62.3432,5.8487,52.7,83,83,5.01,NO,2023-06-07 12:46:46
482,parham,17.0968,-61.7705,85.69,66,20,11.5,AG,2023-06-07 12:46:46
483,puerto el triunfo,13.2833,-88.55,86.92,60,100,5.21,SV,2023-06-07 12:46:47
484,achacachi,-16.05,-68.6833,51.96,26,0,7.49,BO,2023-06-07 12:46:47
485,pacific grove,36.6177,-121.9166,62.02,84,100,5.99,US,2023-06-07 12:46:47
486,panauti,27.5814,85.5124,72.12,64,20,2.3,NP,2023-06-07 12:46:47
487,mandiana,10.6333,-8.6833,90.73,47,98,7.67,GN,2023-06-07 12:46:48
488,uran,18.8769,72.9397,87.76,76,14,8.46,IN,2023-06-07 12:46:48
489,dyat'kovo,53.5978,34.3382,71.46,72,11,3.13,RU,2023-06-07 12:46:48
490,tadine,-21.55,167.8833,68.94,69,33,11.65,NC,2023-06-07 12:46:49
491,shira,54.4911,89.9531,67.23,60,7,3.6,RU,2023-06-07 12:46:49
492,angaur state,6.906,134.13,83.89,75,100,12.8,PW,2023-06-07 12:46:49
493,sierre,46.2919,7.5356,78.28,38,40,6.91,CH,2023-06-07 12:46:50
494,gromiljak,43.9667,18.0531,70.09,91,71,2.15,BA,2023-06-07 12:46:50
495,valle de la pascua,9.2155,-66.0073,84.42,70,70,6.4,VE,2023-06-07 12:42:13
496,island harbour,50.724,-1.2758,75.24,75,0,13.31,GB,2023-06-07 12:46:50
497,labytnangi,66.6572,66.4183,46.08,57,10,6.53,RU,2023-06-07 12:46:51
498,puerto baquerizo moreno,-0.9,-89.6,83.39,70,75,11.5,EC,2023-06-07 12:46:51
499,chonchi,-42.6128,-73.8092,46.11,88,100,10.54,CL,2023-06-07 12:46:51
500,kenora,49.8167,-94.4337,61.77,48,100,12.66,CA,2023-06-07 12:46:51
501,mermoz boabab,14.7065,-17.4758,86.56,74,20,13.8,SN,2023-06-07 12:46:52
502,kasane,-17.8167,25.15,68.9,32,0,8.16,BW,2023-06-07 12:46:52
503,oeiras do para,-2.0031,-49.8544,87.04,68,47,2.33,BR,2023-06-07 12:46:52
504,isiro,2.7739,27.616,70.05,88,96,2.21,CD,2023-06-07 12:46:53
505,xilin hot,43.9667,116.0333,50.54,42,38,3.04,CN,2023-06-07 12:46:53
506,obigarm,38.7173,69.7088,66.33,42,1,6.76,TJ,2023-06-07 12:46:53
507,magadan,59.5667,150.8,43.36,75,20,2.39,RU,2023-06-07 12:46:53
508,berezovyy,51.6667,135.7,51.75,98,95,2.66,RU,2023-06-07 12:46:54
509,naracoorte,-36.9579,140.7383,49.48,89,17,11.5,AU,2023-06-07 12:46:54
510,emmiganur,15.7333,77.4833,88.07,50,90,17.85,IN,2023-06-07 12:46:54
511,alamosa,37.4695,-105.87,58.98,51,0,0.0,US,2023-06-07 12:46:54
512,kangding,30.0513,101.9603,51.49,100,100,3.06,CN,2023-06-07 12:46:55
513,jezowe,50.3749,22.1275,63.68,93,89,5.44,PL,2023-06-07 12:46:55
514,nagqu,31.5,92.0,41.94,69,32,8.61,CN,2023-06-07 12:46:55
515,krasnokamsk,58.0802,55.7541,53.76,91,30,3.11,RU,2023-06-07 12:46:55
516,mariental,-24.6333,17.9667,65.61,18,0,11.77,NA,2023-06-07 12:46:56
517,anna regina,7.2644,-58.5077,83.93,69,54,10.54,GY,2023-06-07 12:46:56
518,lospalos,-8.5186,127.0025,71.6,90,71,9.51,TL,2023-06-07 12:46:56
519,eyl,7.9803,49.8164,80.87,80,86,25.3,SO,2023-06-07 12:46:56
520,hotan,37.0997,79.9269,73.81,27,79,7.4,CN,2023-06-07 12:42:06
521,hilo,19.7297,-155.09,78.28,86,40,5.01,US,2023-06-07 12:46:14
522,ancud,-41.8697,-73.8203,47.37,86,100,14.67,CL,2023-06-07 12:46:57
523,nemuro,43.3236,145.575,51.33,96,85,11.45,JP,2023-06-07 12:46:57
524,aqadyr,48.2553,72.8483,77.5,29,69,11.68,KZ,2023-06-07 12:46:58
525,joshua tree,34.1347,-116.3131,76.33,29,64,5.01,US,2023-06-07 12:46:58
526,navia,43.5354,-6.7194,66.11,95,100,1.66,ES,2023-06-07 12:46:58
527,bozdar wada,27.1828,68.636,100.08,32,0,7.96,PK,2023-06-07 12:46:58
528,tazovsky,67.4667,78.7,44.91,79,93,11.72,RU,2023-06-07 12:42:05
529,punta cana,18.5818,-68.4043,87.57,74,40,17.27,DO,2023-06-07 12:46:59
530,shar,49.5886,81.0453,72.5,41,40,9.62,KZ,2023-06-07 12:46:59
531,salalah,17.0151,54.0924,87.89,74,20,6.91,OM,2023-06-07 12:42:48
532,fortuna,40.5982,-124.1573,59.94,91,100,6.91,US,2023-06-07 12:47:00
533,dunedin,-45.8742,170.5036,38.8,90,4,1.99,NZ,2023-06-07 12:45:40
534,dailekh,28.8333,81.6667,73.18,37,27,5.93,NP,2023-06-07 12:47:00
535,akranes,64.3218,-22.0749,50.05,72,97,16.96,IS,2023-06-07 12:47:01
536,berdigestyakh,62.0989,126.6992,45.84,77,11,4.36,RU,2023-06-07 12:47:01
537,mirnyy,62.5353,113.9611,48.24,70,100,1.99,RU,2023-06-07 12:47:01
538,sur,22.5667,59.5289,95.07,35,12,8.55,OM,2023-06-07 12:47:01
539,angatuba,-23.4897,-48.4128,75.7,41,0,3.56,BR,2023-06-07 12:47:02
540,kapit,2.0167,112.9333,74.57,99,94,1.1,MY,2023-06-07 12:47:02
541,barnard castle,54.5415,-1.919,55.72,77,36,10.33,GB,2023-06-07 12:47:02
542,matoury,4.8483,-52.3317,80.56,78,75,6.91,GF,2023-06-07 12:47:02
543,vetovo,43.7,26.2667,62.78,67,100,7.2,BG,2023-06-07 12:47:03
544,yeppoon,-23.1333,150.7333,60.58,89,31,8.9,AU,2023-06-07 12:47:03
545,kachug,53.9606,105.8817,58.86,76,95,3.53,RU,2023-06-07 12:47:03
546,bandar labuan,5.2888,115.2692,80.96,83,20,0.0,MY,2023-06-07 12:47:04
547,jiangyou,31.7667,104.7167,72.57,59,90,2.77,CN,2023-06-07 12:47:04
548,brookings,44.3114,-96.7984,85.05,55,0,8.05,US,2023-06-07 12:47:04
549,masjed soleyman,31.9364,49.3039,96.3,13,100,4.54,IR,2023-06-07 12:47:05
550,okha,53.5739,142.9478,37.69,89,5,10.31,RU,2023-06-07 12:44:19
551,ha tinh,18.3333,105.9,79.7,88,100,4.65,VN,2023-06-07 12:47:05
552,challapata,-18.9,-66.7667,53.98,10,0,7.67,BO,2023-06-07 12:47:06
553,tura,25.5198,90.2201,82.4,56,90,6.13,IN,2023-06-07 12:47:06
554,sisimiut,66.9395,-53.6735,32.36,68,89,6.33,GL,2023-06-07 12:47:06
555,saint-philippe,-21.3585,55.7679,72.99,83,39,10.36,RE,2023-06-07 12:47:06
556,dryden,49.7833,-92.7503,66.49,39,100,11.5,CA,2023-06-07 12:42:12
557,chichen-itza,20.6667,-88.5667,86.05,70,20,0.0,MX,2023-06-07 12:47:07
558,pangody,65.85,74.4859,53.44,68,84,8.59,RU,2023-06-07 12:43:51
559,amursk,50.2261,136.8994,52.75,98,81,5.86,RU,2023-06-07 12:47:07
560,krotoszyn,51.6987,17.4374,68.95,62,69,5.64,PL,2023-06-07 12:47:08
561,fort bragg,35.139,-79.006,85.82,46,20,9.22,US,2023-06-07 12:47:08
562,frenda,35.0654,1.0495,81.37,29,100,7.36,DZ,2023-06-07 12:47:08
563,liberal,37.0431,-100.921,76.24,57,0,3.44,US,2023-06-07 12:47:08
564,nephi,39.7102,-111.8363,76.55,21,89,9.66,US,2023-06-07 12:47:09
565,mwaya,-9.55,33.95,71.74,67,0,2.75,TZ,2023-06-07 12:47:09
566,fatehpur chaurasi,26.7833,80.2667,95.97,18,36,4.43,IN,2023-06-07 12:47:09
567,gamba,-2.65,10.0,73.92,85,79,6.78,GA,2023-06-07 12:47:10
568,las lomitas,-24.7096,-60.593,88.07,37,0,8.75,AR,2023-06-07 12:47:10
